authorid,articleid
n6cmHMEAAAAJ,10.1093/rfs/hhx094
ogqM0doAAAAJ,10.1093/rfs/hhy006
qOGuWdcAAAAJ,10.1093/rfs/hhy006
o6PNAjkAAAAJ,10.1093/rfs/hhy006
EWJBMF8AAAAJ,10.1093/rfs/hhy033
eYDkHEkAAAAJ,10.1093/rfs/hhy033
8RyoYWEAAAAJ,10.1093/rfs/hhy049
XKIMx0EAAAAJ,10.1093/rfs/hhy041
V2QR1jUAAAAJ,10.1093/rfs/hhy041
yTEhkgoAAAAJ,10.1093/rfs/hhy007
OMknLNkAAAAJ,10.1093/rfs/hhy007
JXgmF4YAAAAJ,10.1093/rfs/hhy027
a8BAp4AAAAAJ,10.1093/rfs/hhy027
C8SXuKMAAAAJ,10.1093/rfs/hhy030
sRnFi-EAAAAJ,10.1093/rfs/hhy030
pblejMoAAAAJ,10.1093/rfs/hhx101
vIgXoLEAAAAJ,10.1093/rfs/hhx101
RITkZfsAAAAJ,10.1093/rfs/hhx101
cajqjGAAAAAJ,10.1093/rfs/hhy014
Qicx4e0AAAAJ,10.1093/rfs/hhy014
lJwQ4ukAAAAJ,10.1093/rfs/hhy013
WZw9408AAAAJ,10.1093/rfs/hhy015
CT3d01UAAAAJ,10.1093/rfs/hhy015
o9BCkngAAAAJ,10.1093/rfs/hhy015
HgVcPmoAAAAJ,10.1093/rfs/hhy015
jC9hMrEAAAAJ,10.1093/rfs/hhy009
QPHCj1AAAAAJ,10.1093/rfs/hhy009
Haxkq8cAAAAJ,10.1093/rfs/hhy065
xh2lGbMAAAAJ,10.1093/rfs/hhy065
hTZlHl0AAAAJ,10.1093/rfs/hhy065
pt4yxJkAAAAJ,10.1093/rfs/hhx147
TMYFA-MAAAAJ,10.1093/rfs/hhx147
piaqbeIAAAAJ,10.1093/rfs/hhx142
OXexNjsAAAAJ,10.1093/rfs/hhx116
Ywu-R_IAAAAJ,10.1093/rfs/hhy039
ZodZD98AAAAJ,10.1093/rfs/hhy039
yDNO1f8AAAAJ,10.1093/rfs/hhy039
rkiQmccAAAAJ,10.1093/rfs/hhy022
Mf_tEYEAAAAJ,10.1093/rfs/hhy022
BK7-wI4AAAAJ,10.1093/rfs/hhy023
tOrjJb0AAAAJ,10.1093/rfs/hhy023
ZiK-_9IAAAAJ,10.1093/rfs/hhy032
IhWSYlYAAAAJ,10.1093/rfs/hhy032
iZAsYLgAAAAJ,10.1093/rfs/hhy045
AOZ178MAAAAJ,10.1093/rfs/hhy045
K85YiLkAAAAJ,10.1093/rfs/hhy045
Z79MJ9gAAAAJ,10.1093/rfs/hhx141
DSiG_YsAAAAJ,10.1093/rfs/hhx141
9YxaCMsAAAAJ,10.1093/rfs/hhx097
OHVYjwkAAAAJ,10.1093/rfs/hhx097
39T_lyEAAAAJ,10.1093/rfs/hhx134
2QAvvPkAAAAJ,10.1093/rfs/hhy024
o6PNAjkAAAAJ,10.1093/rfs/hhy024
hv9tPtgAAAAJ,10.1093/rfs/hhx071
3ukhbMwAAAAJ,10.1093/rfs/hhx071
hsxQxqEAAAAJ,10.1093/rfs/hhx071
nCx8fdUAAAAJ,10.1093/rfs/hhx093
rexBRuUAAAAJ,10.1093/rfs/hhx093
0on959gAAAAJ,10.1093/rfs/hhx088
ByzWEGMAAAAJ,10.1093/rfs/hhx074
45viIc4AAAAJ,10.1093/rfs/hhy048
46u8aIkAAAAJ,10.1093/rfs/hhy048
fgNFtagAAAAJ,10.1093/rfs/hhy051
Bp8oDxAAAAAJ,10.1093/rfs/hhx143
Oigg-tkAAAAJ,10.1093/rfs/hhx120
e8pW4qgAAAAJ,10.1093/rfs/hhx119
_IgknIIAAAAJ,10.1093/rfs/hhx126
HlF98VwAAAAJ,10.1093/rfs/hhx126
NJnGddUAAAAJ,10.1093/rfs/hhx106
jWkk11QAAAAJ,10.1093/rfs/hhx100
N3pcqq4AAAAJ,10.1093/rfs/hhy019
DRWJy0AAAAAJ,10.1093/rfs/hhy019
78j-EOgAAAAJ,10.1093/rfs/hhy010
TMfxQWwAAAAJ,10.1093/rfs/hhy010
2n8VY_MAAAAJ,10.1093/rfs/hhy011
CYMs82MAAAAJ,10.1093/rfs/hhy011
-mP2vlUAAAAJ,10.1093/rfs/hhy011
Dh1WtboAAAAJ,10.1093/rfs/hhy001
wKi1j0YAAAAJ,10.1093/rfs/hhx111
cro4BU0AAAAJ,10.1093/rfs/hhx111
oZRephQAAAAJ,10.1093/rfs/hhy046
bYdN94gAAAAJ,10.1093/rfs/hhy046
qCWLJacAAAAJ,10.1093/rfs/hhy046
iMi8ABIAAAAJ,10.1093/rfs/hhy055
w7ZQmjgAAAAJ,10.1093/rfs/hhy055
T6_wr98AAAAJ,10.1093/rfs/hhx139
jl6fQT0AAAAJ,10.1093/rfs/hhx139
znKtbQUAAAAJ,10.1093/rfs/hhy075
E_HEzFMAAAAJ,10.1093/rfs/hhy075
R-tms2UAAAAJ,10.1093/rfs/hhy018
s32TRNwAAAAJ,10.1093/rfs/hhy018
wTnUERwAAAAJ,10.1093/rfs/hhy018
sQ6Wd9AAAAAJ,10.1093/rfs/hhx129
y4sBQgMAAAAJ,10.1093/rfs/hhx129
tgPNwOwAAAAJ,10.1093/rfs/hhx129
fyvg2-MAAAAJ,10.1093/rfs/hhy017
0Xaqz60AAAAJ,10.1093/rfs/hhy017
DAl3fnQAAAAJ,10.1093/rfs/hhy017
_UHUfFsAAAAJ,10.1093/rfs/hhy070
6IGKFhsAAAAJ,10.1093/rfs/hhy070
Zkwap_8AAAAJ,10.1093/rfs/hhy026
ioraEB0AAAAJ,10.1093/rfs/hhy038
uv4ULhwAAAAJ,10.1093/rfs/hhx145
nEfnJZMAAAAJ,10.1093/rfs/hhy042
h3apNWQAAAAJ,10.1093/rfs/hhy040
mKucusIAAAAJ,10.1093/rfs/hhy008
-i2KYoQAAAAJ,10.1093/rfs/hhy008
49l2gTMAAAAJ,10.1093/rfs/hhy029
H-lkepAAAAAJ,10.1093/rfs/hhy029
dbjyjwUAAAAJ,10.1093/rfs/hhy020
GKJUw9QAAAAJ,10.1093/rfs/hhy020
EEn0E9UAAAAJ,10.1093/rfs/hhy025
fGMvTNcAAAAJ,10.1093/rfs/hhy025
Cj3harMAAAAJ,10.1093/rfs/hhy050
tzV3-jgAAAAJ,10.1093/rfs/hhy050
JjWFQbsAAAAJ,10.1093/rfs/hhy059
qKVjRYIAAAAJ,10.1093/rfs/hhy059
uc-IU58AAAAJ,10.1093/rfs/hhy059
Iae7qqcAAAAJ,10.1093/rfs/hhy057
iA16S-8AAAAJ,10.1093/rfs/hhy054
sndTY30AAAAJ,10.1093/rfs/hhy054
NlKFDkwAAAAJ,10.1093/rfs/hhy052
WXWj19cAAAAJ,10.1093/rfs/hhy052
0Ry0IA4AAAAJ,10.1093/rfs/hhy004
8dHy9FAAAAAJ,10.1093/rfs/hhy004
sAwlZygAAAAJ,10.1093/rfs/hhy004
aypEnkQAAAAJ,10.1093/rfs/hhy062
mdqwJtoAAAAJ,10.1093/rfs/hhy012
PJfHUgUAAAAJ,10.1093/rfs/hhy012
R9j0fpEAAAAJ,10.1093/rfs/hhy037
4G-uJkcAAAAJ,10.1093/rfs/hhy037
PmnbDkYAAAAJ,10.1093/rfs/hhy031
n1C6flAAAAAJ,10.1093/rfs/hhy031
MyLwlSsAAAAJ,10.1093/rfs/hhy080
ocLMr3sAAAAJ,10.1093/rfs/hhy080
8GCGHvwAAAAJ,10.1093/rfs/hhy058
8E3rNrwAAAAJ,10.1093/rfs/hhy053
9_YQ4LwAAAAJ,10.1093/rfs/hhy053
8f3PLPQAAAAJ,10.1093/rfs/hhy047
rW8GQm8AAAAJ,10.1093/rfs/hhy047
ybU7ok0AAAAJ,10.1093/rfs/hhy060
ro31kOoAAAAJ,10.1093/rfs/hhy060
6n333AIAAAAJ,10.1093/rfs/hhy072
ocLMr3sAAAAJ,10.1093/rfs/hhy072
Cpy-aeUAAAAJ,10.1093/rfs/hhy072
zUePTt0AAAAJ,10.1093/rfs/hhy071
RpfJpHMAAAAJ,10.1093/rfs/hhy071
kgjtMOgAAAAJ,10.1093/rfs/hhy082
PZprqOwAAAAJ,10.1093/rfs/hhy082
g9WJfjQAAAAJ,10.1093/rfs/hhy090
r23cUzEAAAAJ,10.1093/rfs/hhy090
ho9niaIAAAAJ,10.1093/rfs/hhy061
50_ACG0AAAAJ,10.1093/rfs/hhy061
X-rE604AAAAJ,10.1093/rfs/hhy061
MV8TEp8AAAAJ,10.1093/rfs/hhy069
sQ6Wd9AAAAAJ,10.1093/rfs/hhy064
szr8V5AAAAAJ,10.1093/rfs/hhy064
CZJMJ60AAAAJ,10.1093/rfs/hhy064
OF0XsBUAAAAJ,10.1093/rfs/hhy066
j5HgL4MAAAAJ,10.1093/rfs/hhy066
L8GpcRcAAAAJ,10.1093/rfs/hhy063
n317UT0AAAAJ,10.1093/rfs/hhy063
qEIA3NkAAAAJ,10.1093/rfs/hhy073
ndaEOCoAAAAJ,10.1093/rfs/hhy079
iVD6Z2gAAAAJ,10.1093/rfs/hhy079
N5Ns7C0AAAAJ,10.1093/rfs/hhy083
HH8g4f0AAAAJ,10.1093/rfs/hhy083
BNR4vnwAAAAJ,10.1093/rfs/hhy083
fsnYVZsAAAAJ,10.1093/rfs/hhy087
jXlDHhsAAAAJ,10.1093/rfs/hhy087
7bEGjnoAAAAJ,10.1093/rfs/hhy077
ktC1pPAAAAAJ,10.1093/rfs/hhy077
SB7yFlUAAAAJ,10.1093/rfs/hhy068
T_DUi5YAAAAJ,10.1093/rfs/hhy068
Ndaa3_AAAAAJ,10.1093/rfs/hhy084
1t2OwPsAAAAJ,10.1093/rfs/hhy084
gv_vONsAAAAJ,10.1093/rfs/hhy097
2n8VY_MAAAAJ,10.1093/rfs/hhy097
Xo004OQAAAAJ,10.1093/rfs/hhy097
jAoqEv0AAAAJ,10.1093/rfs/hhy093
8Pd8vpcAAAAJ,10.1093/rfs/hhy067
GFtfqe4AAAAJ,10.1093/rfs/hhy089
CWSueBcAAAAJ,10.1093/rfs/hhy096
bsSQDIkAAAAJ,10.1093/rfs/hhy096
YhXAiDQAAAAJ,10.1093/rfs/hhy096
e3CfrPYAAAAJ,10.1093/rfs/hhy074
n7KUJtgAAAAJ,10.1093/rfs/hhy091
C4V5220AAAAJ,10.1093/rfs/hhy091
by0TPPEAAAAJ,10.1093/rfs/hhy078
mJF87gYAAAAJ,10.1093/rfs/hhy078
kdXbXXIAAAAJ,10.1093/rfs/hhy085
JDY5m6MAAAAJ,10.1093/rfs/hhy085
jC9hMrEAAAAJ,10.1093/rfs/hhy099
QPHCj1AAAAAJ,10.1093/rfs/hhy099
bgz7e58AAAAJ,10.1093/rfs/hhy130
WAEOuJAAAAAJ,10.1093/rfs/hhy130
sBfsoEoAAAAJ,10.1093/rfs/hhy130
ZsIfLeIAAAAJ,10.1093/rfs/hhy081
9wCeEwgAAAAJ,10.1093/rfs/hhz014
myLUzqcAAAAJ,10.1093/rfs/hhz014
tzV3-jgAAAAJ,10.1093/rfs/hhz014
6bBdvEgAAAAJ,10.1093/rfs/hhy100
1t2OwPsAAAAJ,10.1093/rfs/hhy100
U61kg4QAAAAJ,10.1093/rfs/hhy137
I9ZWMJ0AAAAJ,10.1093/rfs/hhz018
GDVR6xsAAAAJ,10.1093/rfs/hhz018
fi8FWO4AAAAJ,10.1093/rfs/hhz018
wEqebmQAAAAJ,10.1093/rfs/hhz015
NSmcrh8AAAAJ,10.1093/rfs/hhz015
xB6K0E4AAAAJ,10.1093/rfs/hhz007
WI3u_xIAAAAJ,10.1093/rfs/hhz007
WZUFZigAAAAJ,10.1093/rfs/hhy122
fO8VG-0AAAAJ,10.1093/rfs/hhy122
7RoJemEAAAAJ,10.1093/rfs/hhy095
y0X4uisAAAAJ,10.1093/rfs/hhy095
HEVY2X8AAAAJ,10.1093/rfs/hhy095
knq3W5YAAAAJ,10.1093/rfs/hhy098
OcIl1WgAAAAJ,10.1093/rfs/hhy107
obDy3OwAAAAJ,10.1093/rfs/hhy107
wvl1mTMAAAAJ,10.1093/rfs/hhy123
g4Vzt1IAAAAJ,10.1093/rfs/hhy123
46u8aIkAAAAJ,10.1093/rfs/hhy086
VBBjgXsAAAAJ,10.1093/rfs/hhy086
C4V5220AAAAJ,10.1093/rfs/hhy092
6bDMmXQAAAAJ,10.1093/rfs/hhy092
Re9yK8sAAAAJ,10.1093/rfs/hhy103
IX2h9EYAAAAJ,10.1093/rfs/hhy103
CQWG3RkAAAAJ,10.1093/rfs/hhy088
XfOEsm4AAAAJ,10.1093/rfs/hhy088
Nb0LuGwAAAAJ,10.1093/rfs/hhy101
Ux0ch4UAAAAJ,10.1093/rfs/hhy101
vILqFpsAAAAJ,10.1093/rfs/hhy101
5rn2HOAAAAAJ,10.1093/rfs/hhy101
1pZ1SaEAAAAJ,10.1093/rfs/hhy109
z3yCoXYAAAAJ,10.1093/rfs/hhy111
Oa3E_54AAAAJ,10.1093/rfs/hhy111
dVBx6Q4AAAAJ,10.1093/rfs/hhy111
yZF3bRkAAAAJ,10.1093/rfs/hhy105
f0jaUQkAAAAJ,10.1093/rfs/hhy105
gv9bDVwAAAAJ,10.1093/rfs/hhy105
VTPp2QwAAAAJ,10.1093/rfs/hhy104
DE6SykoAAAAJ,10.1093/rfs/hhy104
osStsXkAAAAJ,10.1093/rfs/hhy121
qsLp0-kAAAAJ,10.1093/rfs/hhy121
aF9DhD0AAAAJ,10.1093/rfs/hhy121
s9Ir3P8AAAAJ,10.1093/rfs/hhy119
Q9i0SgQAAAAJ,10.1093/rfs/hhy106
oi8ECrsAAAAJ,10.1093/rfs/hhy106
IdwX0s8AAAAJ,10.1093/rfs/hhy106
_UHUfFsAAAAJ,10.1093/rfs/hhy108
s9Ir3P8AAAAJ,10.1093/rfs/hhy108
2IPmZL4AAAAJ,10.1093/rfs/hhy115
7bEGjnoAAAAJ,10.1093/rfs/hhy115
ktC1pPAAAAAJ,10.1093/rfs/hhy115
sQ6Wd9AAAAAJ,10.1093/rfs/hhy094
c4-ZS40AAAAJ,10.1093/rfs/hhy094
6elB2QoAAAAJ,10.1093/rfs/hhy114
JPBKqhQAAAAJ,10.1093/rfs/hhy135
OUcEdfQAAAAJ,10.1093/rfs/hhy135
s9Ir3P8AAAAJ,10.1093/rfs/hhy102
xm6yxC4AAAAJ,10.1093/rfs/hhy125
6t3_iU8AAAAJ,10.1093/rfs/hhy125
DoQLN1QAAAAJ,10.1093/rfs/hhy125
TAdyEjgAAAAJ,10.1093/rfs/hhy126
RPsEOSMAAAAJ,10.1093/rfs/hhy126
FlfkzQ8AAAAJ,10.1093/rfs/hhy132
xjHsggYAAAAJ,10.1093/rfs/hhy132
CWsRvV0AAAAJ,10.1093/rfs/hhy132
kR0qeI4AAAAJ,10.1093/rfs/hhy124
EA9hSmwAAAAJ,10.1093/rfs/hhy124
ngWuE0gAAAAJ,10.1093/rfs/hhy110
PfOjdycAAAAJ,10.1093/rfs/hhy110
8ZCkHPcAAAAJ,10.1093/rfs/hhy120
j2Ic_V8AAAAJ,10.1093/rfs/hhy120
4QVxyjoAAAAJ,10.1093/rfs/hhy116
aOHUBmUAAAAJ,10.1093/rfs/hhy116
370cPn0AAAAJ,10.1093/rfs/hhy116
a8BAp4AAAAAJ,10.1093/rfs/hhy117
EjAJkH0AAAAJ,10.1093/rfs/hhy117
cFQQsS4AAAAJ,10.1093/rfs/hhy113
yYH0YLEAAAAJ,10.1093/rfs/hhy113
R1veLrEAAAAJ,10.1093/rfs/hhy113
XHbpLVIAAAAJ,10.1093/rfs/hhy127
lw9Gv8QAAAAJ,10.1093/rfs/hhy127
D8m-Q40AAAAJ,10.1093/rfs/hhy127
qnCATE8AAAAJ,10.1093/rfs/hhy118
_PcmMRMAAAAJ,10.1093/rfs/hhy118
byCtppgAAAAJ,10.1093/rfs/hhy133
BNA1Mb4AAAAJ,10.1093/rfs/hhy134
4Weq9mEAAAAJ,10.1093/rfs/hhy128
7QwB9o8AAAAJ,10.1093/rfs/hhy128
ypgqOOcAAAAJ,10.1093/rfs/hhy128
RqpHcGgAAAAJ,10.1093/rfs/hhy129
NArgYXUAAAAJ,10.1093/rfs/hhy129
xB6K0E4AAAAJ,10.1093/rfs/hhz008
WI3u_xIAAAAJ,10.1093/rfs/hhz008
iZAsYLgAAAAJ,10.1093/rfs/hhz005
AOZ178MAAAAJ,10.1093/rfs/hhz005
K85YiLkAAAAJ,10.1093/rfs/hhz005
3zWkJO4AAAAJ,10.1093/rfs/hhy112
marfw1AAAAAJ,10.1093/rfs/hhy112
O7SYRVoAAAAJ,10.1093/rfs/hhz003
Gs7fYh0AAAAJ,10.1093/rfs/hhz003
eX0ndosAAAAJ,10.1093/rfs/hhz002
fXpx1AgAAAAJ,10.1093/rfs/hhz002
WxANjKkAAAAJ,10.1093/rfs/hhz013
yDtjqXgAAAAJ,10.1093/rfs/hhz012
6bBdvEgAAAAJ,10.1093/rfs/hhz012
iIeU2uAAAAAJ,10.1093/rfs/hhz006
PK-t6igAAAAJ,10.1093/rfs/hhz006
llX4Zo0AAAAJ,10.1093/rfs/hhz006
CDHWYhAAAAAJ,10.1093/rfs/hhy136
2FDIapAAAAAJ,10.1093/rfs/hhy136
6S8YtPoAAAAJ,10.1093/rfs/hhz010
93EhM2IAAAAJ,10.1093/rfs/hhz010
YJGiCUQAAAAJ,10.1093/rfs/hhz009
jFFaULUAAAAJ,10.1093/rfs/hhz009
KleeKiUAAAAJ,10.1093/rfs/hhz004
I9ZWMJ0AAAAJ,10.1093/rfs/hhz004
hvCb0-4AAAAJ,10.1093/rfs/hhz011
N1b97i8AAAAJ,10.1093/rfs/hhz011
aTjK3CoAAAAJ,10.1093/rfs/hhz016
OUcEdfQAAAAJ,10.1093/rfs/hhz016
nR_NkHkAAAAJ,10.1093/rfs/hhz016
5SQ2RI8AAAAJ,10.1093/rfs/hhz001
7YctFdIAAAAJ,10.1093/rfs/hhz001
GRi_tXIAAAAJ,10.1093/rfs/hhz026
g4Vzt1IAAAAJ,10.1093/rfs/hhz026
_X_MPJ0AAAAJ,10.1093/rfs/hhz026
euppjdYAAAAJ,10.1093/rfs/hhz031
R-tms2UAAAAJ,10.1093/rfs/hhz027
_-aTR6kAAAAJ,10.1093/rfs/hhz027
8E3rNrwAAAAJ,10.1093/rfs/hhz028
I7HjkvUAAAAJ,10.1093/rfs/hhz028
TTW153AAAAAJ,10.1093/rfs/hhz021
eM4P73EAAAAJ,10.1093/rfs/hhz021
g_sPJo8AAAAJ,10.1093/rfs/hhz019
huuLoeoAAAAJ,10.1093/rfs/hhz019
h9gmVPoAAAAJ,10.1093/rfs/hhz022
AWzI0QUAAAAJ,10.1093/rfs/hhz020
s0uECHsAAAAJ,10.1093/rfs/hhz020
ErMsND8AAAAJ,10.1093/rfs/hhz017
dDYUqn8AAAAJ,10.1093/rfs/hhz017
lGapX6MAAAAJ,10.1093/rfs/hhz024
s5Ln-0IAAAAJ,10.1093/rfs/hhz024
6L3EulMAAAAJ,10.1093/rfs/hhz029
SO8br7MAAAAJ,10.1093/rfs/hhz029
z8jmb1QAAAAJ,10.1093/rfs/hhz038
eFEPAoMAAAAJ,10.1093/rfs/hhz038
z0GQOfcAAAAJ,10.1093/rfs/hhz050
IiaS42UAAAAJ,10.1093/rfs/hhz050
xjHsggYAAAAJ,10.1093/rfs/hhz050
qDnLVdkAAAAJ,10.1093/rfs/hhz034
ZODXCmcAAAAJ,10.1093/rfs/hhz034
yDtjqXgAAAAJ,10.1093/rfs/hhz046
rBuS2L4AAAAJ,10.1093/rfs/hhz046
v8F5PPUAAAAJ,10.1093/rfs/hhz039
HqrOpfAAAAAJ,10.1093/rfs/hhz039
jTeTbl0AAAAJ,10.1093/rfs/hhz044
hNZ0CZYAAAAJ,10.1093/rfs/hhz037
WdF8SOIAAAAJ,10.1093/rfs/hhz037
Jz0-RSMAAAAJ,10.1093/rfs/hhz036
HoYJPqQAAAAJ,10.1093/rfs/hhz036
c4t2L3MAAAAJ,10.1093/rfs/hhz023
GWhvHuMAAAAJ,10.1093/rfs/hhz023
iIeU2uAAAAAJ,10.1093/rfs/hhz047
aBGAWGQAAAAJ,10.1093/rfs/hhz047
rEGlxV4AAAAJ,10.1093/rfs/hhz041
s5Yk6Z0AAAAJ,10.1093/rfs/hhz041
ezqpmAQAAAAJ,10.1093/rfs/hhz041
tbim33kAAAAJ,10.1093/rfs/hhz042
-lRTqaEAAAAJ,10.1093/rfs/hhz051
3fAWeggAAAAJ,10.1093/rfs/hhz051
PmnbDkYAAAAJ,10.1093/rfs/hhz045
KdyeDC0AAAAJ,10.1093/rfs/hhz045
dz--jYoAAAAJ,10.1093/rfs/hhz045
dJYWn18AAAAJ,10.1093/rfs/hhz049
0uwkNNsAAAAJ,10.1093/rfs/hhz030
_dEzjJ0AAAAJ,10.1093/rfs/hhz043
DBjm2OgAAAAJ,10.1093/rfs/hhz043
Ec--3xgAAAAJ,10.1093/rfs/hhz043
SJeFqCgAAAAJ,10.1093/rfs/hhz052
HBBKeloAAAAJ,10.1093/rfs/hhz052
6WhA8xIAAAAJ,10.1093/rfs/hhz054
jpuCxCUAAAAJ,10.1093/rfs/hhz054
R9j0fpEAAAAJ,10.1093/rfs/hhz040
vMNTo2wAAAAJ,10.1093/rfs/hhz040
ucMCnvoAAAAJ,10.1093/rfs/hhz053
RFm2iicAAAAJ,10.1093/rfs/hhz053
eYDkHEkAAAAJ,10.1093/rfs/hhz133
TCoZzjkAAAAJ,10.1093/rfs/hhz133
zOE8jnUAAAAJ,10.1093/rfs/hhz076
iECfokIAAAAJ,10.1093/rfs/hhz074
qCBLiU4AAAAJ,10.1093/rfs/hhz061
euppjdYAAAAJ,10.1093/rfs/hhz061
0-x7CpsAAAAJ,10.1093/rfs/hhz058
rAf3yyYAAAAJ,10.1093/rfs/hhz062
eKi9AS4AAAAJ,10.1093/rfs/hhz048
3CYnWCEAAAAJ,10.1093/rfs/hhz048
XHbpLVIAAAAJ,10.1093/rfs/hhz055
8Pu89u4AAAAJ,10.1093/rfs/hhz055
bewuSuQAAAAJ,10.1093/rfs/hhz055
x0b_hzYAAAAJ,10.1093/rfs/hhz066
pd9JYbUAAAAJ,10.1093/rfs/hhz066
0BrKx3cAAAAJ,10.1093/rfs/hhz066
nI_ijZwAAAAJ,10.1093/rfs/hhz059
6pSc91wAAAAJ,10.1093/rfs/hhz060
FiCbTUAAAAAJ,10.1093/rfs/hhz060
RYY7tWEAAAAJ,10.1093/rfs/hhz056
LWsmxlIAAAAJ,10.1093/rfs/hhz063
3axeS9cAAAAJ,10.1093/rfs/hhz063
C6bQ2vAAAAAJ,10.1093/rfs/hhz063
D2DXOIEAAAAJ,10.1093/rfs/hhz126
LRnxpNUAAAAJ,10.1093/rfs/hhz126
A_rlfyYAAAAJ,10.1093/rfs/hhz079
fNf_K6kAAAAJ,10.1093/rfs/hhz073
U6L0fQ0AAAAJ,10.1093/rfs/hhz073
mmNLdVoAAAAJ,10.1093/rfs/hhz073
8f3PLPQAAAAJ,10.1093/rfs/hhz134
pKa8yfUAAAAJ,10.1093/rfs/hhz134
KnspFvkAAAAJ,10.1093/rfs/hhz072
0vqdffMAAAAJ,10.1093/rfs/hhz072
jgQuf6sAAAAJ,10.1093/rfs/hhz143
_JvxO58AAAAJ,10.1093/rfs/hhz143
U02Wr5oAAAAJ,10.1093/rfs/hhz143
K3UTqHUAAAAJ,10.1093/rfs/hhz086
x72f-xwAAAAJ,10.1093/rfs/hhz086
pb9lERQAAAAJ,10.1093/rfs/hhz086
YacLLukAAAAJ,10.1093/rfs/hhz137
DAl3fnQAAAAJ,10.1093/rfs/hhz137
pOVfgz4AAAAJ,10.1093/rfs/hhz137
iqt5p38AAAAJ,10.1093/rfs/hhz144
tKPbPFUAAAAJ,10.1093/rfs/hhz144
XvQv0WkAAAAJ,10.1093/rfs/hhz144
ctHVoM8AAAAJ,10.1093/rfs/hhz146
A3Vij28AAAAJ,10.1093/rfs/hhz146
Fr-HyLEAAAAJ,10.1093/rfs/hhz084
CMV2Xd8AAAAJ,10.1093/rfs/hhz084
0OGjSGgAAAAJ,10.1093/rfs/hhz068
zWytl7oAAAAJ,10.1093/rfs/hhz068
Nb0LuGwAAAAJ,10.1093/rfs/hhz068
xLGhTGMAAAAJ,10.1093/rfs/hhz080
PN0yLSIAAAAJ,10.1093/rfs/hhz080
RqpHcGgAAAAJ,10.1093/rfs/hhz087
L_NrW0QAAAAJ,10.1093/rfs/hhz087
A9DgoAEAAAAJ,10.1093/rfs/hhz069
pblejMoAAAAJ,10.1093/rfs/hhz069
rtr5xL4AAAAJ,10.1093/rfs/hhz069
SJeFqCgAAAAJ,10.1093/rfs/hhz082
xd3uJQMAAAAJ,10.1093/rfs/hhz082
fsnYVZsAAAAJ,10.1093/rfs/hhz075
qHYoKkG1oWgC,10.1093/rfs/hhz075
minnV9YAAAAJ,10.1093/rfs/hhz088
lMtXasIAAAAJ,10.1093/rfs/hhz088
J8WbWkoAAAAJ,10.1093/rfs/hhz070
EjAJkH0AAAAJ,10.1093/rfs/hhz070
1dUC-2IAAAAJ,10.1093/rfs/hhz071
kldkX8sAAAAJ,10.1093/rfs/hhz071
_j-CAPwAAAAJ,10.1093/rfs/hhz083
_92oJ8IAAAAJ,10.1093/rfs/hhz083
9QmNk58AAAAJ,10.1093/rfs/hhz100
rx6KkYoAAAAJ,10.1093/rfs/hhz100
Q5mkYc4AAAAJ,10.1093/rfs/hhz123
ecA1RsEAAAAJ,10.1093/rfs/hhz123
2Z_yJG4AAAAJ,10.1093/rfs/hhaa020
FpNrPm8AAAAJ,10.1093/rfs/hhaa020
IcNLCJcAAAAJ,10.1093/rfs/hhaa009
0vqdffMAAAAJ,10.1093/rfs/hhaa009
7XuLcfAAAAAJ,10.1093/rfs/hhaa009
sd0Ic6YAAAAJ,10.1093/rfs/hhz085
e2Dub-QAAAAJ,10.1093/rfs/hhz085
EEn0E9UAAAAJ,10.1093/rfs/hhaa018
Vy_E424AAAAJ,10.1093/rfs/hhaa018
unFX-_EAAAAJ,10.1093/rfs/hhaa018
VTPp2QwAAAAJ,10.1093/rfs/hhy131
NO5JQ7cAAAAJ,10.1093/rfs/hhy131
jjX1n8kAAAAJ,10.1093/rfs/hhy131
PlPjP48AAAAJ,10.1093/rfs/hhaa017
zTJdr3gAAAAJ,10.1093/rfs/hhaa017
DsjjWMYAAAAJ,10.1093/rfs/hhaa017
A9DgoAEAAAAJ,10.1093/rfs/hhaa021
8tTuXMUAAAAJ,10.1093/rfs/hhaa021
Ah2H6aMAAAAJ,10.1093/rfs/hhaa021
A3Vij28AAAAJ,10.1093/rfs/hhaa019
d4rNef8AAAAJ,10.1093/rfs/hhaa019
g0nJmfwAAAAJ,10.1093/rfs/hhz064
zXUdA-IAAAAJ,10.1093/rfs/hhz064
NMLnrfcAAAAJ,10.1093/rfs/hhz108
QYb3tbYAAAAJ,10.1093/rfs/hhz108
TMYFA-MAAAAJ,10.1093/rfs/hhz091
NO5JQ7cAAAAJ,10.1093/rfs/hhz091
jjX1n8kAAAAJ,10.1093/rfs/hhz091
1X6qYLAAAAAJ,10.1093/rfs/hhz095
bwnYEvYAAAAJ,10.1093/rfs/hhz095
bHNScdMAAAAJ,10.1093/rfs/hhz095
nqRlChQAAAAJ,10.1093/rfs/hhz093
uTYLhs4AAAAJ,10.1093/rfs/hhz093
5NrehNoAAAAJ,10.1093/rfs/hhz093
XF56SOcAAAAJ,10.1093/rfs/hhz093
NZDGad8AAAAJ,10.1093/rfs/hhz078
f9bE4dcAAAAJ,10.1093/rfs/hhz101
6M4b70YAAAAJ,10.1093/rfs/hhz101
qEDCpvUAAAAJ,10.1093/rfs/hhz117
